ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	TENGGULUN	3867
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	TENGGULUN	2994
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	BANDAR PUSAKA	3303
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	BANDAR PUSAKA	2136
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	BANDA MULIA	3180
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	BANDA MULIA	1373
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	RANTAU	10874
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	RANTAU	4766
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	TAMIANG HULU	5532
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	TAMIANG HULU	2790
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	KEJURUAN MUDA	9005
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	KEJURUAN MUDA	5757
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	KOTA KUALASIMPANG	4391
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	KOTA KUALASIMPANG	2982
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	SERUWAY	6817
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	SERUWAY	4801
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	KARANG BARU	12432
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	KARANG BARU	5320
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	BENDAHARA	5617
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	BENDAHARA	2931
ACEH	1	ACEH TAMIANG	5694	prabowo-hatta	SEKERAK	1990
ACEH	1	ACEH TAMIANG	5694	jokowi-jk	SEKERAK	1106
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	LINGE	2239
ACEH	1	ACEH TENGAH	1207	jokowi-jk	LINGE	3127
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	CELALA	1747
ACEH	1	ACEH TENGAH	1207	jokowi-jk	CELALA	3106
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	KUTE PANANG	1463
ACEH	1	ACEH TENGAH	1207	jokowi-jk	KUTE PANANG	2745
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	KEBAYAKAN	3047
ACEH	1	ACEH TENGAH	1207	jokowi-jk	KEBAYAKAN	4750
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	KETOL	3311
ACEH	1	ACEH TENGAH	1207	jokowi-jk	KETOL	3819
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	JAGONG JEGET	3274
ACEH	1	ACEH TENGAH	1207	jokowi-jk	JAGONG JEGET	1968
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	BINTANG	1225
ACEH	1	ACEH TENGAH	1207	jokowi-jk	BINTANG	4038
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	PEGASING	3528
ACEH	1	ACEH TENGAH	1207	jokowi-jk	PEGASING	6690
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	ATU LINTANG	1972
ACEH	1	ACEH TENGAH	1207	jokowi-jk	ATU LINTANG	1413
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	RUSIP ANTARA	1525
ACEH	1	ACEH TENGAH	1207	jokowi-jk	RUSIP ANTARA	2194
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	BIES	1865
ACEH	1	ACEH TENGAH	1207	jokowi-jk	BIES	2243
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	BEBESEN	6936
ACEH	1	ACEH TENGAH	1207	jokowi-jk	BEBESEN	9334
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	SILIH NARA	4403
ACEH	1	ACEH TENGAH	1207	jokowi-jk	SILIH NARA	7420
ACEH	1	ACEH TENGAH	1207	prabowo-hatta	LAUT TAWAR	3987
ACEH	1	ACEH TENGAH	1207	jokowi-jk	LAUT TAWAR	5035
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	LAWE ALAS	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	LAWE ALAS	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	TANOH ALAS	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	TANOH ALAS	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	LAWE SUMUR	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	LAWE SUMUR	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	DELENG POKHKISEN	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	DELENG POKHKISEN	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	KETAMBE	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	KETAMBE	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	BABUL RAHMAH	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	BABUL RAHMAH	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	SEMADAM	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	SEMADAM	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	BUKIT TUSAM	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	BUKIT TUSAM	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	LAWE BULAN	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	LAWE BULAN	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	DARUL HASANAH	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	DARUL HASANAH	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	BABUL MAKMUR	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	BABUL MAKMUR	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	BADAR	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	BADAR	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	BABUSSALAM	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	BABUSSALAM	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	BAMBEL	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	BAMBEL	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	LAWE SIGALA-GALA	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	LAWE SIGALA-GALA	-1
ACEH	1	ACEH TENGGARA	269	prabowo-hatta	LEUSER	-1
ACEH	1	ACEH TENGGARA	269	jokowi-jk	LEUSER	-1
ACEH	1	ACEH TIMUR	671	prabowo-hatta	DARUL AMAN	2354
ACEH	1	ACEH TIMUR	671	jokowi-jk	DARUL AMAN	3297
ACEH	1	ACEH TIMUR	671	prabowo-hatta	IDI TUNONG	1746
ACEH	1	ACEH TIMUR	671	jokowi-jk	IDI TUNONG	1748
ACEH	1	ACEH TIMUR	671	prabowo-hatta	BANDA ALAM	960
