IV NAGARI BAYANG UTARA,13005
PANTAI CERMIN,13011
LEMBAH GUMANTI,13014
PAYUNG SEKAKI,13019
LEMBANG JAYA,13023
GUNUNG TALANG,13030
BUKIT SUNDI,13039
IX KOTO SEI LASI,13045
KUBUNG,13055
X KOTO SINGKARAK,13064
RUSIP ANTARA,1307
X KOTO DIATAS,13073
JUNJUNG SIRI,13083
HILIRAN GUMANTI,13086
TIGO LURAH,13090
DANAU KEMBAR,13096
TANJUNG GADANG,13100
SIJUNJUNG,13108
IV NAGARI,13118
KAMANG BARU,13124
LUBUAK TAROK,13136
KOTO VII,13143
SUMPUR KUDUS,13149
KUPITAN,13158
X KOTO,13164
BATIPUH,13174
RAMBATAN,13183
LIMA KAUM,13189
TANJUNG EMAS,13195
TAPAKTUAN,132
LINTAU BUO,13200
SUNGAYANG,13205
SUNGAI TARAB,13211
ATU LINTANG,1322
PARIANGAN,13222
SALIMPAUANG,13229
PADANG GANTING,13236
TANJUANG BARU,13239
LINTAU BUO UTARA,13242
BATIPUAH SELATAN,13248
LUBUK ALUNG,13254
BATANG ANAI,13256
NAN SABARIS,13260
2 X 11 KAYU TANAM,13266
VII KOTO SUNGAI SARIK,13271
V KOTO KAMPUNG DALAM,13276
SUNGAI GARINGGING,13279
SUNGAI LIMAU,13282
IV KOTO AUR MALINTANG,13285
ULAKAN TAPAKIH,13287
SINTUAK TOBOH GADANG,13290
PADANG SAGO,13293
BATANG GASAN,13297
V KOTO TIMUR,13300
2 X 11 ENAM LINGKUNG,13304
PATAMUAN,13308
ENAM LINGKUNG,13311
TANJUNG MUTIARA,13318
PEGASING,1332
LUBUK BASUNG,13322
TANJUNG RAYA,13328
MATUR,13338
IV KOTO,13345
BANUHAMPU,13353
IV ANGKAT CANDUNG,13361
BASO,13369
TILATANG KAMANG,13376
PALUPUH,13380
PELEMBAYAN,13385
SUNGAI PUA,13392
AMPEK NAGARI,13398
CANDUNG,13403
KAMANG MAGEK,13407
MALALAK,13411
SULIKI,13417
GUGUAK,13424
PAYAKUMBUH,13430
LUAK,13438
HARAU,13443
PANGKALAN KOTO BARU,13455
KAPUR IX,13462
GUNUANG OMEH,13470
LAREH SAGO HALABAN,13474
SITUJUAH LIMO NAGARI,13483
MUNGKA,13489
BUKIK BARISAN,13495
AKABILURU,13501
BONJOL,13510
LUBUK SIKAPING,13515
PANTI,13522
MAPAT TUNGGUL,13524
DUO KOTO,13528
TIGO NAGARI,13531
RAO,13535
MAPAT TUNGGUL SELATAN,13538
SIMPANG ALAHAN MATI,13541
PADANG GELUGUR,13544
RAO UTARA,13546
RAO SELATAN,13550
PAGAI UTARA,13555
SIPORA SELATAN,13559
SIBERUT SELATAN,13567
SIBERUT UTARA,13573
SIBERUT BARAT,13580
SIBERUT BARAT DAYA,13584
SIBERUT TENGAH,13588
SIPORA UTARA,13592
SIKAKAP,13599
PAGAI SELATAN,13603
KOTO BARU,13609
PULAU PUNJUNG,13617
BINTANG,1362
SUNGAI RUMBAI,13623
SITIUNG,13630
SANGIR,13635
SUNGAI PAGU,13640
KOTO PARIK GADANG DIATEH,13652
SANGIR JUJUAN,13657
SANGIR BATANG HARI,13663
